customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,age
596,Sue,Chapelhow,F,9,1968-10-20,Recruiter,Property,Affluent Customer,N,No,13.0,53.5
597,Cassandra,Aucoate,F,6,1954-12-10,Recruiter,Manufacturing,Mass Customer,N,No,6.0,67.4
598,Zebulen,Swadon,M,25,1967-06-27,Financial Advisor,Financial Services,High Net Worth,N,No,12.0,54.8
599,Ernestus,Cruden,U,48,,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,,
600,Duke,Allnatt,M,65,1974-05-10,Nurse,Argiculture,Mass Customer,N,Yes,8.0,48.0
601,Ken,Renfree,M,56,1992-12-04,Senior Quality Engineer,Retail,High Net Worth,N,Yes,4.0,29.4
602,Lebbie,Bruck,F,0,1992-03-28,Office Assistant II,,High Net Worth,N,Yes,9.0,30.1
603,Alidia,Durrett,F,28,1987-04-18,Marketing Assistant,Financial Services,Affluent Customer,N,No,11.0,35.0
604,Mella,Petrovsky,F,72,1998-02-10,Help Desk Operator,IT,Affluent Customer,N,No,3.0,24.2
605,Bart,Creenan,M,13,1972-03-26,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,5.0,50.1
606,Filia,Rosson,F,62,1989-07-16,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,2.0,32.8
607,Adelaida,Redmond,F,55,1976-08-10,Dental Hygienist,Health,Mass Customer,N,No,15.0,45.7
608,Alisun,Heinecke,F,55,1980-01-08,Accounting Assistant I,Retail,High Net Worth,N,Yes,12.0,42.3
609,Margalit,Dorwood,F,32,2000-11-06,Computer Systems Analyst II,Health,Mass Customer,N,No,1.0,21.5
610,Hyatt,Craine,M,45,1958-03-16,Help Desk Technician,Financial Services,Mass Customer,N,Yes,15.0,64.1
611,Otto,Huriche,M,58,1986-12-20,Help Desk Technician,Manufacturing,Mass Customer,N,Yes,16.0,35.3
612,Grange,Skillington,M,50,1962-01-12,GIS Technical Architect,Health,Mass Customer,N,No,14.0,60.3
613,Carolann,'O''Hallagan',F,4,1989-11-14,Analyst Programmer,Property,High Net Worth,N,No,17.0,32.4
614,Nonnah,Johns,F,45,1995-09-12,,Manufacturing,Mass Customer,N,Yes,11.0,26.6
615,Rebeca,Martonfi,F,93,1956-05-11,Human Resources Assistant I,Property,Mass Customer,N,No,19.0,66.0
616,Perl,Bysaker,F,36,1995-07-13,,Health,High Net Worth,N,No,6.0,26.8
617,Idell,Cole,F,81,1960-08-01,Director of Sales,Property,Mass Customer,N,No,15.0,61.7
618,Lucho,Mitie,M,17,1962-04-05,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,18.0,60.1
619,Finn,Dahlman,M,39,1977-08-14,Speech Pathologist,Property,Mass Customer,N,No,20.0,44.7
620,Willy,Langley,F,54,1973-03-26,Financial Analyst,Financial Services,Mass Customer,N,Yes,5.0,49.1
621,Constantin,Giacobbo,M,78,1964-11-29,Systems Administrator III,,High Net Worth,N,No,14.0,57.4
622,Arri,Lamden,M,18,1968-10-18,,Financial Services,Mass Customer,N,No,17.0,53.5
623,Hazel,Brokenshire,M,52,1988-04-23,Health Coach II,Property,High Net Worth,N,No,4.0,34.0
624,Winny,Girtin,M,44,1976-01-13,Research Assistant II,Manufacturing,Mass Customer,N,Yes,13.0,46.3
625,Abra,Probets,F,33,1974-11-27,Assistant Media Planner,Entertainment,High Net Worth,N,Yes,7.0,47.4
626,Albrecht,Forty,M,12,1992-11-24,Geological Engineer,Manufacturing,Mass Customer,N,No,2.0,29.4
627,Shanta,Knill,F,24,1970-09-24,,,High Net Worth,N,No,10.0,51.6
628,Mallissa,Gillespie,F,14,1981-10-24,Actuary,Financial Services,Mass Customer,N,No,13.0,40.5
629,Basil,Brellin,M,29,1960-12-06,Chemical Engineer,Manufacturing,High Net Worth,N,No,6.0,61.4
630,Darcy,Rowden,M,90,1986-08-11,Statistician III,Property,Affluent Customer,N,Yes,17.0,35.7
631,Ortensia,Dronsfield,F,33,1966-09-14,Computer Systems Analyst I,Health,Affluent Customer,N,No,17.0,55.6
632,Angeli,'O''Hegertie',M,67,1998-04-26,General Manager,Health,Mass Customer,N,No,1.0,24.0
633,Alair,Hopkins,M,51,1986-03-12,Nurse,,High Net Worth,N,Yes,11.0,36.1
634,Melonie,Zisneros,F,35,1978-01-30,Speech Pathologist,Manufacturing,Mass Customer,N,No,15.0,44.2
635,Joelle,Prior,F,78,1976-09-25,Programmer Analyst IV,,Mass Customer,N,Yes,9.0,45.6
636,Alejandrina,Canavan,F,42,1971-09-02,Systems Administrator II,,Mass Customer,N,No,19.0,50.7
637,Mercy,Wilsone,F,60,1976-09-23,Health Coach I,Health,High Net Worth,N,No,13.0,45.6
638,Joey,Ledram,M,19,1967-04-29,,Manufacturing,High Net Worth,N,No,13.0,55.0
639,Mayor,Ismay,M,51,1974-06-03,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,16.0,47.9
640,Galvin,'O''Keenan',M,12,1975-07-12,Librarian,Entertainment,High Net Worth,N,Yes,10.0,46.8
641,Foster,Haysar,M,86,1974-11-21,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,3.0,47.4
642,Les,Mines,M,9,1972-12-19,Automation Specialist IV,Property,Mass Customer,N,No,12.0,49.4
643,Carolee,Butters,F,48,1982-12-29,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,10.0,39.3
644,Tomlin,Hastwall,M,59,1999-12-22,Administrative Officer,Health,Affluent Customer,N,No,2.0,22.3
645,Randolf,Durant,M,50,1971-04-01,Analyst Programmer,,High Net Worth,N,No,11.0,51.1
646,Rowena,Parchment,F,3,1973-07-22,Human Resources Manager,Manufacturing,Affluent Customer,N,No,13.0,48.8
647,Stanislas,Baildon,M,61,1957-01-23,Assistant Manager,Retail,Mass Customer,N,Yes,10.0,65.3
648,Gardiner,Nutley,M,86,1978-06-04,Accountant II,Financial Services,Mass Customer,N,Yes,9.0,43.9
649,Krissie,Dinan,F,23,1974-12-07,Legal Assistant,Financial Services,Mass Customer,N,Yes,10.0,47.4
650,Matthew,Petschelt,M,81,1977-10-24,Assistant Manager,Health,Mass Customer,N,No,13.0,44.5
651,Minni,Deegin,F,76,1973-10-24,Tax Accountant,Health,Affluent Customer,N,No,13.0,48.5
652,Edee,Stoker,F,62,1996-11-24,Staff Scientist,Financial Services,High Net Worth,N,Yes,1.0,25.4
653,Maxy,Hurles,M,68,1968-01-28,Graphic Designer,Financial Services,Affluent Customer,N,Yes,19.0,54.2
654,Noelani,Andreuzzi,F,2,1993-05-19,Administrative Officer,Manufacturing,Affluent Customer,N,No,5.0,28.9
655,Stuart,Gebhardt,M,64,1974-11-25,General Manager,Manufacturing,Affluent Customer,N,Yes,19.0,47.4
656,Marty,Lebreton,F,80,1978-11-17,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,8.0,43.4
657,Hoyt,,M,66,1993-02-18,Safety Technician II,Manufacturing,Affluent Customer,N,No,10.0,29.2
658,Donn,Bonnell,M,38,1944-01-24,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,8.0,78.3
659,Natalee,Stringman,F,44,1979-10-09,,Financial Services,Affluent Customer,N,Yes,15.0,42.5
660,Stormi,,F,82,1995-07-29,Geological Engineer,Manufacturing,High Net Worth,N,No,6.0,26.7
661,Cinderella,Haslen,F,35,1988-05-07,Sales Associate,IT,High Net Worth,N,No,14.0,34.0
662,Bonnibelle,Imos,F,41,1967-07-04,Chemical Engineer,Manufacturing,Mass Customer,N,Yes,5.0,54.8
663,Massimo,Seymour,M,27,1997-07-17,VP Sales,Property,Affluent Customer,N,Yes,3.0,24.8
664,Mathe,Scatcher,M,38,1994-10-05,Research Nurse,Health,High Net Worth,N,No,4.0,27.5
665,Chan,Kirckman,M,82,1997-04-19,Human Resources Assistant I,,Mass Customer,N,No,5.0,25.0
666,Anselma,Ricardon,F,82,1983-11-01,Social Worker,Health,High Net Worth,N,Yes,15.0,38.5
667,Nicoline,Samwayes,F,62,1994-03-19,Payment Adjustment Coordinator,Manufacturing,High Net Worth,N,Yes,3.0,28.1
668,Ebony,Threadgall,F,61,1966-08-26,Junior Executive,Health,Mass Customer,N,No,7.0,55.7
669,Fleur,Whittlesea,F,73,1980-11-02,Research Associate,,Mass Customer,N,No,3.0,41.5
670,Janifer,Pountain,F,75,1992-11-09,Business Systems Development Analyst,Retail,Affluent Customer,N,No,8.0,29.4
671,Aristotle,Vanni,M,49,1984-07-25,,Argiculture,Mass Customer,N,No,5.0,37.7
672,Kleon,Pallatina,M,53,1977-01-12,Analog Circuit Design manager,Retail,High Net Worth,N,No,12.0,45.3
673,Artie,Ommanney,M,35,1975-06-27,VP Sales,Health,Mass Customer,N,Yes,4.0,46.8
674,Dalila,Rosel,F,61,1954-08-22,Developer II,,Mass Customer,N,No,5.0,67.7
675,Sharl,Wiggin,F,37,1976-12-19,Administrative Assistant I,Financial Services,Mass Customer,N,Yes,17.0,45.4
676,Curtis,,M,51,1968-05-19,Senior Editor,,High Net Worth,N,Yes,14.0,53.9
677,El,Toupe,M,59,1997-07-28,Senior Cost Accountant,Financial Services,Mass Customer,N,No,5.0,24.7
678,Ambur,Symcoxe,F,57,1995-08-31,Accounting Assistant II,IT,High Net Worth,N,No,2.0,26.6
679,Yolande,Whild,F,29,1974-10-21,Registered Nurse,Health,Mass Customer,N,No,12.0,47.5
680,Gay,Pickersgill,U,22,,,IT,High Net Worth,N,Yes,,
681,Jobyna,Elgey,F,55,1978-09-18,VP Product Management,Manufacturing,Mass Customer,N,Yes,17.0,43.6
682,Ole,Euplate,M,53,1971-03-16,Health Coach IV,Health,Affluent Customer,N,Yes,7.0,51.1
683,Brennan,Gagen,M,60,1962-05-16,,Manufacturing,Mass Customer,N,Yes,10.0,60.0
684,Malvin,,M,88,1987-07-03,Desktop Support Technician,Financial Services,Mass Customer,N,No,14.0,34.8
685,Booth,Birkin,U,28,,Senior Developer,IT,Mass Customer,N,No,,
686,Hallie,Le feaver,F,60,1954-07-17,GIS Technical Architect,Argiculture,High Net Worth,N,Yes,5.0,67.8
687,Welby,Ninnotti,M,25,1959-02-10,Executive Secretary,Retail,High Net Worth,N,Yes,5.0,63.2
688,Baron,Bullus,M,90,1969-02-15,Junior Executive,Health,High Net Worth,N,No,9.0,53.2
689,Hamnet,Berford,M,91,1966-05-19,Senior Developer,Entertainment,High Net Worth,N,Yes,16.0,55.9
690,Lindsey,,M,95,1987-03-27,Assistant Professor,,Affluent Customer,N,Yes,17.0,35.1
691,Carver,Carwardine,M,29,1954-08-25,,Financial Services,Affluent Customer,N,Yes,5.0,67.7
692,Goraud,Ayling,M,42,1987-12-25,Database Administrator IV,Property,Mass Customer,N,No,7.0,34.3
693,Bambi,Hebblethwaite,F,46,1970-10-27,,Financial Services,Affluent Customer,N,Yes,19.0,51.5
694,Lilith,Lanning,F,66,1968-12-28,Media Manager III,Health,Mass Customer,N,No,13.0,53.3
695,Kevan,Kubal,M,36,1977-11-30,Engineer II,Health,High Net Worth,N,No,11.0,44.4
696,Arch,Gaitskill,M,57,1966-02-06,Programmer Analyst II,,Affluent Customer,N,Yes,6.0,56.2
697,Weston,Brokenshaw,M,25,1986-11-29,Environmental Specialist,Entertainment,Mass Customer,N,No,10.0,35.4
698,Ellette,Fahy,F,90,1996-07-20,Human Resources Manager,Manufacturing,High Net Worth,N,Yes,1.0,25.8
699,Mirabella,Richter,F,16,1972-08-04,Account Representative IV,IT,Affluent Customer,N,Yes,16.0,49.7
700,Josias,Mulliner,M,67,1990-02-20,,Financial Services,Mass Customer,N,No,4.0,32.2
701,Ransell,Ruler,M,18,1956-05-01,Food Chemist,Health,Mass Customer,N,Yes,8.0,66.0
702,Zorina,Bosomworth,F,72,1960-02-09,Help Desk Technician,,Mass Customer,N,No,8.0,62.2
703,Ethelda,,F,66,1966-10-31,,Property,Mass Customer,N,No,15.0,55.5
704,Lindsay,Acaster,F,49,1998-12-08,Research Nurse,Health,Mass Customer,N,No,4.0,23.4
705,Eddie,Yekel,M,48,1964-01-16,Quality Engineer,Retail,High Net Worth,N,No,14.0,58.3
706,Kane,Gaffer,M,44,1990-01-06,Media Manager IV,Financial Services,High Net Worth,N,Yes,5.0,32.3
707,Homere,Rounds,M,97,1973-07-23,Executive Secretary,,Mass Customer,N,Yes,7.0,48.8
708,Idalina,Wilcot,F,31,1987-02-15,Safety Technician II,IT,Mass Customer,N,Yes,10.0,35.2
709,Holly,Cavil,F,83,1979-12-11,Accountant III,Financial Services,Mass Customer,N,,5.0,42.4
710,Benton,Oakly,M,76,1970-03-01,Sales Representative,Retail,High Net Worth,N,Yes,13.0,52.2
711,Audrey,Vickerman,F,60,1972-03-03,,,Affluent Customer,N,No,7.0,50.2
712,Norine,Antonik,F,22,1961-05-20,,IT,Mass Customer,N,No,14.0,60.9
713,Adena,Northedge,F,34,1994-09-26,Help Desk Technician,,Mass Customer,N,Yes,4.0,27.6
714,Burtie,Scintsbury,M,12,1964-07-13,,Manufacturing,High Net Worth,N,Yes,15.0,57.8
715,Royal,Shinn,M,50,1968-09-07,Junior Executive,,Mass Customer,N,No,6.0,53.6
716,Trescha,Preshous,F,31,1979-11-09,Social Worker,Health,Mass Customer,N,No,11.0,42.5
717,Basilius,Spieck,M,65,1976-11-20,VP Product Management,Manufacturing,Mass Customer,N,Yes,11.0,45.4
718,Cathe,Lorriman,F,38,1978-02-18,Engineer I,Manufacturing,Mass Customer,N,Yes,7.0,44.2
719,Pattin,Weathey,M,2,1953-12-30,Administrative Officer,Retail,Mass Customer,N,No,14.0,68.3
720,Darrel,Canet,M,67,1931-10-23,Recruiting Manager,Retail,Affluent Customer,N,,6.0,90.5
721,Harmonia,Cornock,F,84,1993-08-09,Account Representative III,,Affluent Customer,N,Yes,1.0,28.7
722,Stewart,Brosoli,M,69,1956-03-17,Marketing Manager,IT,Mass Customer,N,No,5.0,66.1
723,Madelina,Marte,F,41,1963-08-20,Food Chemist,Health,Mass Customer,N,Yes,6.0,58.7
724,Heinrik,Norcock,M,7,1975-08-05,Analog Circuit Design manager,Financial Services,Mass Customer,N,Yes,4.0,46.7
725,Gage,Crossan,M,61,1965-08-27,Design Engineer,Health,High Net Worth,N,Yes,19.0,56.7
726,Norma,Blackbourn,F,69,1978-02-10,Information Systems Manager,Health,Mass Customer,N,Yes,10.0,44.2
727,Lenci,Duerden,M,98,1978-10-10,Senior Editor,Manufacturing,Mass Customer,N,No,3.0,43.5
728,Winthrop,Corser,M,60,1956-10-03,VP Accounting,Financial Services,Mass Customer,N,Yes,8.0,65.6
729,Ammamaria,Standbridge,F,30,1973-10-23,Analog Circuit Design manager,Health,Affluent Customer,N,No,11.0,48.5
730,Robb,Poll,M,42,1968-07-25,Web Designer IV,,Mass Customer,N,No,14.0,53.8
731,Lorenza,Cawthorne,F,57,1969-12-04,,,Mass Customer,N,No,6.0,52.4
732,Bonita,Gethins,F,71,1967-01-21,Actuary,Financial Services,Mass Customer,N,No,5.0,55.3
733,Ham,Mayoh,M,25,1973-11-30,,Manufacturing,Mass Customer,N,No,13.0,48.4
734,Leicester,Fynes,M,34,1980-07-06,Programmer III,Retail,Affluent Customer,N,No,11.0,41.8
735,Khalil,Pennings,M,33,1965-04-20,Assistant Manager,Financial Services,Mass Customer,N,Yes,11.0,57.0
736,Sansone,Eastcourt,M,41,1974-05-24,Help Desk Operator,,High Net Worth,N,No,8.0,47.9
737,Sisely,Oppy,F,75,1983-07-11,Systems Administrator III,,Mass Customer,N,No,16.0,38.8
738,Bunnie,Whines,F,51,1984-12-08,,Argiculture,Mass Customer,N,Yes,9.0,37.4
739,Arnie,Zorn,M,36,1964-12-13,Senior Editor,Manufacturing,Mass Customer,N,No,8.0,57.4
740,Farr,Butterick,M,9,1994-08-18,,Financial Services,Affluent Customer,N,No,6.0,27.7
741,Cristionna,Mapes,F,16,1979-02-15,,,Mass Customer,N,No,11.0,43.2
742,Dexter,Robelin,M,55,1966-04-24,Senior Developer,Manufacturing,Mass Customer,N,No,15.0,56.0
743,Pattin,Morican,M,89,1981-04-06,VP Accounting,Financial Services,Mass Customer,N,Yes,13.0,41.1
744,Heinrik,,M,54,1977-08-30,Graphic Designer,Manufacturing,Affluent Customer,N,Yes,14.0,44.7
745,Dotty,Maylott,F,84,1978-03-22,,Manufacturing,Mass Customer,N,Yes,13.0,44.1
746,Aldo,Waistall,M,47,1964-07-29,Business Systems Development Analyst,,Affluent Customer,N,Yes,17.0,57.8
747,Eula,Bruni,F,91,1978-04-24,Database Administrator II,,Mass Customer,N,No,7.0,44.0
748,Linet,Postill,F,51,1981-04-21,VP Marketing,Financial Services,High Net Worth,N,No,7.0,41.0
749,Andreas,Cosin,M,47,1972-08-01,Environmental Specialist,Argiculture,Mass Customer,N,No,19.0,49.7
750,Izaak,Gisborne,M,42,1995-04-08,Analyst Programmer,Retail,Affluent Customer,N,,7.0,27.0
751,Amie,Dufty,F,41,2001-10-31,Business Systems Development Analyst,Financial Services,Affluent Customer,N,No,1.0,20.5
752,Kalil,Palombi,M,13,1961-06-27,Speech Pathologist,Financial Services,High Net Worth,N,No,12.0,60.8
753,Josy,St. Quentin,F,82,1970-03-07,Food Chemist,Health,Affluent Customer,Y,Yes,6.0,52.1
754,Patsy,Beefon,F,15,1979-07-28,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14.0,42.7
755,Baily,Imison,M,31,1993-07-13,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4.0,28.8
756,Carin,Lauthian,F,65,1974-09-25,Computer Systems Analyst IV,Manufacturing,Mass Customer,N,Yes,16.0,47.6
757,Kinsley,Klimus,M,91,1977-05-13,Environmental Tech,Financial Services,Mass Customer,N,No,18.0,45.0
758,Teena,Birrel,F,99,1967-04-07,,Manufacturing,High Net Worth,N,Yes,11.0,55.1
759,Mitchel,Schimek,M,89,1963-04-18,Clinical Specialist,Health,High Net Worth,N,No,13.0,59.0
760,Shamus,Fyndon,M,46,1978-03-02,Assistant Professor,,Mass Customer,N,Yes,18.0,44.2
761,Vaughan,McCromley,M,12,1977-11-27,Media Manager II,Health,Affluent Customer,N,Yes,4.0,44.4
762,Kerwin,Jossel,M,91,1980-03-06,Environmental Specialist,,Mass Customer,N,Yes,22.0,42.1
763,Benita,Cuffley,F,95,1987-11-05,Computer Systems Analyst IV,Manufacturing,Affluent Customer,N,No,12.0,34.5
764,Samuel,Stiff,M,40,1977-03-16,Environmental Tech,Financial Services,Mass Customer,N,Yes,22.0,45.1
765,Valeria,Chazette,F,50,1984-08-31,,Retail,Affluent Customer,N,No,16.0,37.6
766,Nonna,Hun,F,16,1975-04-22,,Retail,Mass Customer,N,Yes,14.0,47.0
767,Gustav,Kos,M,70,1955-12-16,Budget/Accounting Analyst II,Manufacturing,High Net Worth,N,No,11.0,66.4
768,Alexia,Wolford,F,5,1974-01-14,Web Developer IV,Argiculture,Affluent Customer,N,Yes,21.0,48.3
769,Cameron,Letherbury,M,65,1961-12-28,Analog Circuit Design manager,IT,Mass Customer,N,No,12.0,60.3
770,Zara,Maccaddie,F,10,1984-02-05,Software Consultant,IT,High Net Worth,N,Yes,13.0,38.2
771,Lammond,MacGeffen,M,12,1964-03-12,,,Affluent Customer,N,Yes,8.0,58.1
772,Lorianna,Vidyapin,F,12,1998-12-26,Community Outreach Specialist,Entertainment,Mass Customer,N,No,4.0,23.3
773,Robbie,Handaside,M,77,1985-02-12,,Financial Services,Affluent Customer,N,Yes,20.0,37.2
774,Phelia,Perotti,F,79,1998-11-27,Operator,Manufacturing,High Net Worth,N,No,1.0,23.4
775,Nikita,Kilby,M,66,1982-09-21,Accounting Assistant IV,Manufacturing,Affluent Customer,N,No,4.0,39.6
776,Stanley,Seven,M,30,1980-09-24,Financial Analyst,Financial Services,High Net Worth,N,No,20.0,41.6
777,Wolfgang,Tarrier,M,2,1993-01-09,Paralegal,Financial Services,High Net Worth,N,No,4.0,29.3
778,Stacy,Pozzi,M,24,1976-11-17,Assistant Professor,Manufacturing,High Net Worth,N,No,13.0,45.4
779,Maddy,Larrat,F,1,1992-02-10,Staff Accountant III,Health,High Net Worth,N,No,7.0,30.2
780,Kim,,F,24,1973-10-12,Professor,Financial Services,Mass Customer,N,No,20.0,48.5
781,Elvis,'O''Leagham',M,80,1958-11-15,Legal Assistant,Manufacturing,Mass Customer,N,No,17.0,63.5
782,Bevvy,Siegertsz,F,30,1976-08-29,Geological Engineer,Manufacturing,Mass Customer,N,No,17.0,45.7
783,Rudd,Strangeways,M,6,1985-07-25,Information Systems Manager,Retail,Affluent Customer,N,No,14.0,36.7
784,Frederik,Duckett,M,10,1977-01-24,Accounting Assistant III,IT,High Net Worth,N,Yes,22.0,45.3
785,Anthea,Guesford,F,48,1979-08-26,Assistant Professor,Manufacturing,Mass Customer,N,Yes,18.0,42.7
786,Francklin,Ubanks,M,34,1985-02-14,,Financial Services,Affluent Customer,N,No,16.0,37.2
787,Norma,Batrim,F,29,1996-12-15,,Retail,Affluent Customer,N,Yes,2.0,25.3
788,Gregg,Townsend,M,62,1964-07-01,Social Worker,Health,Mass Customer,N,No,11.0,57.8
789,Gabrielle,Giraudot,F,69,1978-04-28,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,14.0,44.0
790,Yvonne,,F,22,1968-03-24,Senior Editor,,Affluent Customer,N,No,15.0,54.1
791,Tootsie,Hurt,F,3,1968-09-29,Professor,Manufacturing,Mass Customer,N,Yes,14.0,53.6
792,Mitch,Rains,M,10,1975-11-19,Structural Engineer,,High Net Worth,N,Yes,4.0,46.4
793,Kissie,Delong,F,97,1989-01-30,Actuary,Financial Services,High Net Worth,N,Yes,9.0,33.2
794,Scott,Ommundsen,M,99,1955-05-12,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,16.0,67.0
795,Cassy,Awdry,F,35,1973-08-20,Environmental Tech,Financial Services,High Net Worth,N,No,18.0,48.7
796,Ira,Lamlin,F,8,1997-05-27,Financial Analyst,Financial Services,Mass Customer,N,No,2.0,24.9
797,Meridel,Rawet,F,51,1973-10-20,Internal Auditor,Financial Services,Mass Customer,N,No,19.0,48.5
798,Dorita,Blackburne,F,22,1988-05-20,Teacher,Financial Services,High Net Worth,N,No,5.0,33.9
799,Harland,Spilisy,U,39,,Programmer I,IT,Mass Customer,N,Yes,,
800,Quint,Popov,M,68,1978-12-31,Account Coordinator,Manufacturing,Mass Customer,N,No,8.0,43.3
801,Bertram,Linn,M,28,1980-10-08,Geologist IV,,Affluent Customer,N,No,20.0,41.5
802,Ailyn,Carberry,F,50,1986-02-20,Financial Analyst,Financial Services,Mass Customer,N,No,3.0,36.2
803,Nina,Murcutt,F,96,1999-11-11,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,3.0,22.4
804,Henrietta,Seater,F,98,1999-06-17,Technical Writer,,High Net Worth,N,Yes,1.0,22.8
805,Jorrie,Hanhardt,F,48,1960-04-19,Electrical Engineer,Manufacturing,Mass Customer,N,No,10.0,62.0
806,Carter,Kaesmakers,M,66,1992-07-28,Sales Representative,Retail,Mass Customer,N,Yes,7.0,29.7
807,Lorne,Quested,F,48,1980-11-25,Safety Technician I,,Affluent Customer,N,No,16.0,41.4
808,Nigel,Phippard,M,21,1979-11-21,Social Worker,Health,High Net Worth,N,Yes,17.0,42.4
809,Nevsa,Washtell,F,83,1977-10-23,Biostatistician III,Health,Mass Customer,N,No,18.0,44.5
810,Fawnia,Bartrum,F,24,1998-04-04,Software Test Engineer IV,Health,Mass Customer,N,Yes,1.0,24.0
811,Ive,Chapelhow,M,6,1984-01-13,Nurse Practicioner,,Mass Customer,N,No,8.0,38.3
812,Coral,Dunkirk,F,1,1989-09-22,,Financial Services,Mass Customer,N,No,16.0,32.6
813,Lisette,Nesbit,F,12,1962-03-21,Account Representative III,Health,Mass Customer,N,,15.0,60.1
814,Raffarty,Giacomoni,M,60,1959-12-23,Analog Circuit Design manager,Manufacturing,Mass Customer,N,No,14.0,62.4
815,Caryn,Sampey,F,47,1974-07-06,,Manufacturing,Mass Customer,N,Yes,22.0,47.8
816,Donni,Boor,F,71,1957-01-10,Product Engineer,Manufacturing,Mass Customer,N,No,15.0,65.3
817,Niel,Abilowitz,M,38,1992-04-08,Editor,Financial Services,Mass Customer,N,Yes,6.0,30.0
818,Beverie,Bosanko,F,17,1973-12-21,Chemical Engineer,Manufacturing,Mass Customer,N,No,11.0,48.3
819,Temp,Thebeau,M,7,1975-07-17,Associate Professor,Manufacturing,Affluent Customer,N,Yes,5.0,46.8
820,Cecilia,Chipchase,F,12,1977-01-06,,Financial Services,High Net Worth,N,No,16.0,45.3
821,Gregoor,Aronovitz,M,41,1981-07-24,Financial Analyst,Financial Services,Mass Customer,N,Yes,7.0,40.8
822,Ardis,Tomlett,F,67,1974-10-23,Sales Associate,Health,High Net Worth,N,No,17.0,47.5
823,Stesha,Morecombe,F,91,1990-02-17,Internal Auditor,Manufacturing,Affluent Customer,N,No,9.0,32.2
824,Fleurette,Whardley,F,97,1977-02-27,Financial Advisor,Financial Services,Affluent Customer,N,Yes,12.0,45.2
825,Willis,Whyler,M,17,1975-08-15,Computer Systems Analyst IV,,Affluent Customer,N,Yes,16.0,46.7
826,Marc,Waddilove,M,92,1998-12-25,Recruiting Manager,Financial Services,Mass Customer,N,Yes,1.0,23.3
827,Phillis,Rudwell,F,90,1996-05-07,,Health,Affluent Customer,N,,5.0,26.0
828,Darda,Kernocke,F,93,1957-12-14,,Health,Mass Customer,N,Yes,20.0,64.4
829,Byran,Goodfield,M,84,2001-01-22,Environmental Tech,Financial Services,High Net Worth,N,Yes,2.0,21.2
830,Jayson,Chilcott,M,58,1981-05-31,VP Quality Control,Manufacturing,Affluent Customer,N,No,6.0,40.9
831,Teddy,Keijser,M,4,1973-04-20,Paralegal,Financial Services,Affluent Customer,N,No,11.0,49.0
832,Shaun,Murphey,M,30,1977-11-30,Research Assistant IV,Retail,Mass Customer,N,No,14.0,44.4
833,Wadsworth,Hubane,M,9,1995-10-03,Safety Technician II,,High Net Worth,N,Yes,4.0,26.6
834,Rudolf,Brandes,M,37,1973-04-07,Environmental Tech,Financial Services,Mass Customer,N,No,3.0,49.1
835,Zachary,Matyukon,M,85,1968-04-22,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,9.0,54.0
836,Clemence,Vautre,F,33,1990-04-02,Actuary,Financial Services,Mass Customer,N,Yes,9.0,32.1
837,Derick,Fasler,M,4,1957-01-11,Internal Auditor,,Mass Customer,N,Yes,13.0,65.3
838,Hayden,Heersema,M,27,1971-02-03,Financial Advisor,Financial Services,High Net Worth,N,No,15.0,51.2
839,Charis,Greaves,U,14,,Structural Analysis Engineer,IT,Mass Customer,N,Yes,,
840,Chas,Carabet,M,94,1964-06-20,VP Sales,Financial Services,Affluent Customer,N,Yes,19.0,57.9
841,Hanan,McGreay,M,93,1966-09-22,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,8.0,55.6
842,Mahmud,Dobbson,M,59,1999-08-16,Compensation Analyst,Financial Services,High Net Worth,N,No,2.0,22.7
843,Salomone,Sleford,M,80,1989-09-05,Developer II,Manufacturing,Affluent Customer,N,Yes,9.0,32.6
844,Tome,Tyt,M,13,1978-01-13,Nurse Practicioner,Financial Services,High Net Worth,N,No,9.0,44.3
845,Koressa,Maris,F,51,1973-12-24,Associate Professor,Manufacturing,Mass Customer,N,No,3.0,48.3
846,Alvan,Rebichon,M,60,1954-03-25,Geologist I,Manufacturing,Affluent Customer,N,No,17.0,68.1
847,Kelci,Morrison,F,66,1991-05-26,Chief Design Engineer,Retail,High Net Worth,N,No,9.0,30.9
848,Lannie,Chat,M,79,1979-06-25,VP Product Management,Manufacturing,Mass Customer,N,No,13.0,42.8
